customer_id,name,email,phone,company,industry,date_added,loyalty_score
362,Customer 362,customer362@email.com,123-456-1362,,Healthcare,2020-12-28,78
363,Customer 363,customer363@email.com,123-456-1363,Company 3,Retail,2020-12-29,64
364,Customer 364,customer364@email.com,123-456-1364,,Education,2020-12-30,73
365,Customer 365,customer365@email.com,123-456-1365,,Technology,2020-12-31,69
366,Customer 366,customer366@email.com,123-456-1366,Company 6,Finance,2021-01-01,60
367,Customer 367,customer367@email.com,123-456-1367,,Healthcare,2021-01-02,3
368,Customer 368,customer368@email.com,123-456-1368,,Retail,2021-01-03,85
369,Customer 369,customer369@email.com,123-456-1369,Company 9,Education,2021-01-04,92
370,Customer 370,customer370@email.com,123-456-1370,,Technology,2021-01-05,72
371,Customer 371,customer371@email.com,123-456-1371,,Finance,2021-01-06,8
372,Customer 372,customer372@email.com,123-456-1372,Company 2,Healthcare,2021-01-07,35
373,Customer 373,customer373@email.com,123-456-1373,,Retail,2021-01-08,68
374,Customer 374,customer374@email.com,123-456-1374,,Education,2021-01-09,62
375,Customer 375,customer375@email.com,123-456-1375,Company 5,Technology,2021-01-10,72
376,Customer 376,customer376@email.com,123-456-1376,,Finance,2021-01-11,54
377,Customer 377,customer377@email.com,123-456-1377,,Healthcare,2021-01-12,85
378,Customer 378,customer378@email.com,123-456-1378,Company 8,Retail,2021-01-13,59
379,Customer 379,customer379@email.com,123-456-1379,,Education,2021-01-14,96
380,Customer 380,customer380@email.com,123-456-1380,,Technology,2021-01-15,44
381,Customer 381,customer381@email.com,123-456-1381,Company 1,Finance,2021-01-16,85
382,Customer 382,customer382@email.com,123-456-1382,,Healthcare,2021-01-17,10
383,Customer 383,customer383@email.com,123-456-1383,,Retail,2021-01-18,71
384,Customer 384,customer384@email.com,123-456-1384,Company 4,Education,2021-01-19,1
385,Customer 385,customer385@email.com,123-456-1385,,Technology,2021-01-20,68
386,Customer 386,customer386@email.com,123-456-1386,,Finance,2021-01-21,81
387,Customer 387,customer387@email.com,123-456-1387,Company 7,Healthcare,2021-01-22,62
388,Customer 388,customer388@email.com,123-456-1388,,Retail,2021-01-23,61
389,Customer 389,customer389@email.com,123-456-1389,,Education,2021-01-24,2
390,Customer 390,customer390@email.com,123-456-1390,Company 0,Technology,2021-01-25,11
391,Customer 391,customer391@email.com,123-456-1391,,Finance,2021-01-26,25
392,Customer 392,customer392@email.com,123-456-1392,,Healthcare,2021-01-27,57
393,Customer 393,customer393@email.com,123-456-1393,Company 3,Retail,2021-01-28,54
394,Customer 394,customer394@email.com,123-456-1394,,Education,2021-01-29,12
395,Customer 395,customer395@email.com,123-456-1395,,Technology,2021-01-30,80
396,Customer 396,customer396@email.com,123-456-1396,Company 6,Finance,2021-01-31,100
397,Customer 397,customer397@email.com,123-456-1397,,Healthcare,2021-02-01,94
398,Customer 398,customer398@email.com,123-456-1398,,Retail,2021-02-02,23
399,Customer 399,customer399@email.com,123-456-1399,Company 9,Education,2021-02-03,3
400,Duplicate Customer,customer400@email.com,,,Technology,2021-02-04,19
401,Customer 401,customer401@email.com,123-456-1401,,Finance,2021-02-05,30
402,Customer 402,customer402@email.com,123-456-1402,Company 2,Healthcare,2021-02-06,53
403,Customer 403,customer403@email.com,123-456-1403,,Retail,2021-02-07,32
404,Customer 404,customer404@email.com,123-456-1404,,Education,2021-02-08,6
405,Customer 405,customer405@email.com,123-456-1405,Company 5,Technology,2021-02-09,48
406,Customer 406,customer406@email.com,123-456-1406,,Finance,2021-02-10,19
407,Customer 407,customer407@email.com,123-456-1407,,Healthcare,2021-02-11,96
408,Customer 408,customer408@email.com,123-456-1408,Company 8,Retail,2021-02-12,78
409,Customer 409,customer409@email.com,123-456-1409,,Education,2021-02-13,32
410,Customer 410,customer410@email.com,123-456-1410,,Technology,2021-02-14,93
411,Customer 411,customer411@email.com,123-456-1411,Company 1,Finance,2021-02-15,80
412,Customer 412,customer412@email.com,123-456-1412,,Healthcare,2021-02-16,91
413,Customer 413,customer413@email.com,123-456-1413,,Retail,2021-02-17,47
414,Customer 414,customer414@email.com,123-456-1414,Company 4,Education,2021-02-18,80
415,Customer 415,customer415@email.com,123-456-1415,,Technology,2021-02-19,97
416,Customer 416,customer416@email.com,123-456-1416,,Finance,2021-02-20,90
417,Customer 417,customer417@email.com,123-456-1417,Company 7,Healthcare,2021-02-21,85
418,Customer 418,customer418@email.com,123-456-1418,,Retail,2021-02-22,78
419,Customer 419,customer419@email.com,123-456-1419,,Education,2021-02-23,11
420,Customer 420,customer420@email.com,123-456-1420,Company 0,Technology,2021-02-24,31
421,Customer 421,customer421@email.com,123-456-1421,,Finance,2021-02-25,15
422,Customer 422,customer422@email.com,123-456-1422,,Healthcare,2021-02-26,94
423,Customer 423,customer423@email.com,123-456-1423,Company 3,Retail,2021-02-27,72
424,Customer 424,customer424@email.com,123-456-1424,,Education,2021-02-28,87
425,Customer 425,customer425@email.com,123-456-1425,,Technology,2021-03-01,72
426,Customer 426,customer426@email.com,123-456-1426,Company 6,Finance,2021-03-02,30
427,Customer 427,customer427@email.com,123-456-1427,,Healthcare,2021-03-03,52
428,Customer 428,customer428@email.com,123-456-1428,,Retail,2021-03-04,13
429,Customer 429,customer429@email.com,123-456-1429,Company 9,Education,2021-03-05,100
430,Customer 430,customer430@email.com,123-456-1430,,Technology,2021-03-06,6
431,Customer 431,customer431@email.com,123-456-1431,,Finance,2021-03-07,30
432,Customer 432,customer432@email.com,123-456-1432,Company 2,Healthcare,2021-03-08,57
433,Customer 433,customer433@email.com,123-456-1433,,Retail,2021-03-09,31
434,Customer 434,customer434@email.com,123-456-1434,,Education,2021-03-10,18
435,Customer 435,customer435@email.com,123-456-1435,Company 5,Technology,2021-03-11,4
436,Customer 436,customer436@email.com,123-456-1436,,Finance,2021-03-12,59
437,Customer 437,customer437@email.com,123-456-1437,,Healthcare,2021-03-13,95
438,Customer 438,customer438@email.com,123-456-1438,Company 8,Retail,2021-03-14,38
439,Customer 439,customer439@email.com,123-456-1439,,Education,2021-03-15,39
440,Customer 440,customer440@email.com,123-456-1440,,Technology,2021-03-16,95
441,Customer 441,customer441@email.com,123-456-1441,Company 1,Finance,2021-03-17,38
442,Customer 442,customer442@email.com,123-456-1442,,Healthcare,2021-03-18,39
443,Customer 443,customer443@email.com,123-456-1443,,Retail,2021-03-19,2
444,Customer 444,customer444@email.com,123-456-1444,Company 4,Education,2021-03-20,0
445,Customer 445,customer445@email.com,123-456-1445,,Technology,2021-03-21,62
446,Customer 446,customer446@email.com,123-456-1446,,Finance,2021-03-22,70
447,Customer 447,customer447@email.com,123-456-1447,Company 7,Healthcare,2021-03-23,2
448,Customer 448,customer448@email.com,123-456-1448,,Retail,2021-03-24,59
449,Customer 449,customer449@email.com,123-456-1449,,Education,2021-03-25,95
450,Duplicate Customer,customer450@email.com,123-456-1450,Company 0,Technology,2021-03-26,93
451,Customer 451,customer451@email.com,123-456-1451,,Finance,2021-03-27,84
452,Customer 452,customer452@email.com,123-456-1452,,Healthcare,2021-03-28,93
453,Customer 453,customer453@email.com,123-456-1453,Company 3,Retail,2021-03-29,47
454,Customer 454,customer454@email.com,123-456-1454,,Education,2021-03-30,35
455,Customer 455,customer455@email.com,123-456-1455,,Technology,2021-03-31,47
456,Customer 456,customer456@email.com,123-456-1456,Company 6,Finance,2021-04-01,71
457,Customer 457,customer457@email.com,123-456-1457,,Healthcare,2021-04-02,92
458,Customer 458,customer458@email.com,123-456-1458,,Retail,2021-04-03,68
459,Customer 459,customer459@email.com,123-456-1459,Company 9,Education,2021-04-04,33
460,Customer 460,customer460@email.com,123-456-1460,,Technology,2021-04-05,47
461,Customer 461,customer461@email.com,123-456-1461,,Finance,2021-04-06,5
462,Customer 462,customer462@email.com,123-456-1462,Company 2,Healthcare,2021-04-07,9
463,Customer 463,customer463@email.com,123-456-1463,,Retail,2021-04-08,21
464,Customer 464,customer464@email.com,123-456-1464,,Education,2021-04-09,52
465,Customer 465,customer465@email.com,123-456-1465,Company 5,Technology,2021-04-10,34
466,Customer 466,customer466@email.com,123-456-1466,,Finance,2021-04-11,94
467,Customer 467,customer467@email.com,123-456-1467,,Healthcare,2021-04-12,70
468,Customer 468,customer468@email.com,123-456-1468,Company 8,Retail,2021-04-13,55
469,Customer 469,customer469@email.com,123-456-1469,,Education,2021-04-14,54
470,Customer 470,customer470@email.com,123-456-1470,,Technology,2021-04-15,91
471,Customer 471,customer471@email.com,123-456-1471,Company 1,Finance,2021-04-16,14
472,Customer 472,customer472@email.com,123-456-1472,,Healthcare,2021-04-17,1
473,Customer 473,customer473@email.com,123-456-1473,,Retail,2021-04-18,48
474,Customer 474,customer474@email.com,123-456-1474,Company 4,Education,2021-04-19,76
475,Customer 475,customer475@email.com,123-456-1475,,Technology,2021-04-20,70
476,Customer 476,customer476@email.com,123-456-1476,,Finance,2021-04-21,84
477,Customer 477,customer477@email.com,123-456-1477,Company 7,Healthcare,2021-04-22,22
478,Customer 478,customer478@email.com,123-456-1478,,Retail,2021-04-23,37
479,Customer 479,customer479@email.com,123-456-1479,,Education,2021-04-24,46
480,Customer 480,customer480@email.com,123-456-1480,Company 0,Technology,2021-04-25,92
481,Customer 481,customer481@email.com,123-456-1481,,Finance,2021-04-26,44
482,Customer 482,customer482@email.com,123-456-1482,,Healthcare,2021-04-27,15
483,Customer 483,customer483@email.com,123-456-1483,Company 3,Retail,2021-04-28,16
484,Customer 484,customer484@email.com,123-456-1484,,Education,2021-04-29,78
485,Customer 485,customer485@email.com,123-456-1485,,Technology,2021-04-30,28
486,Customer 486,customer486@email.com,123-456-1486,Company 6,Finance,2021-05-01,96
487,Customer 487,customer487@email.com,123-456-1487,,Healthcare,2021-05-02,75
488,Customer 488,customer488@email.com,123-456-1488,,Retail,2021-05-03,93
489,Customer 489,customer489@email.com,123-456-1489,Company 9,Education,2021-05-04,54
490,Customer 490,customer490@email.com,123-456-1490,,Technology,2021-05-05,35
491,Customer 491,customer491@email.com,123-456-1491,,Finance,2021-05-06,13
492,Customer 492,customer492@email.com,123-456-1492,Company 2,Healthcare,2021-05-07,15
493,Customer 493,customer493@email.com,123-456-1493,,Retail,2021-05-08,6
494,Customer 494,customer494@email.com,123-456-1494,,Education,2021-05-09,82
495,Customer 495,customer495@email.com,123-456-1495,Company 5,Technology,2021-05-10,38
496,Customer 496,customer496@email.com,123-456-1496,,Finance,2021-05-11,51
497,Customer 497,customer497@email.com,123-456-1497,,Healthcare,2021-05-12,82
498,Customer 498,customer498@email.com,123-456-1498,Company 8,Retail,2021-05-13,90
499,Customer 499,customer499@email.com,123-456-1499,,Education,2021-05-14,22
500,Duplicate Customer,customer500@email.com,,,Technology,2021-05-15,13
501,Customer 501,customer501@email.com,123-456-1501,Company 1,Finance,2021-05-16,58
502,Customer 502,customer502@email.com,123-456-1502,,Healthcare,2021-05-17,31
503,Customer 503,customer503@email.com,123-456-1503,,Retail,2021-05-18,22
504,Customer 504,customer504@email.com,123-456-1504,Company 4,Education,2021-05-19,71
505,Customer 505,customer505@email.com,123-456-1505,,Technology,2021-05-20,98
506,Customer 506,customer506@email.com,123-456-1506,,Finance,2021-05-21,44
507,Customer 507,customer507@email.com,123-456-1507,Company 7,Healthcare,2021-05-22,35
508,Customer 508,customer508@email.com,123-456-1508,,Retail,2021-05-23,27
509,Customer 509,customer509@email.com,123-456-1509,,Education,2021-05-24,84
510,Customer 510,customer510@email.com,123-456-1510,Company 0,Technology,2021-05-25,73
511,Customer 511,customer511@email.com,123-456-1511,,Finance,2021-05-26,17
512,Customer 512,customer512@email.com,123-456-1512,,Healthcare,2021-05-27,41
513,Customer 513,customer513@email.com,123-456-1513,Company 3,Retail,2021-05-28,6
514,Customer 514,customer514@email.com,123-456-1514,,Education,2021-05-29,89
515,Customer 515,customer515@email.com,123-456-1515,,Technology,2021-05-30,9
516,Customer 516,customer516@email.com,123-456-1516,Company 6,Finance,2021-05-31,36
517,Customer 517,customer517@email.com,123-456-1517,,Healthcare,2021-06-01,41
518,Customer 518,customer518@email.com,123-456-1518,,Retail,2021-06-02,38
519,Customer 519,customer519@email.com,123-456-1519,Company 9,Education,2021-06-03,36
520,Customer 520,customer520@email.com,123-456-1520,,Technology,2021-06-04,49
521,Customer 521,customer521@email.com,123-456-1521,,Finance,2021-06-05,22
522,Customer 522,customer522@email.com,123-456-1522,Company 2,Healthcare,2021-06-06,96
523,Customer 523,customer523@email.com,123-456-1523,,Retail,2021-06-07,30
524,Customer 524,customer524@email.com,123-456-1524,,Education,2021-06-08,41
525,Customer 525,customer525@email.com,123-456-1525,Company 5,Technology,2021-06-09,36
526,Customer 526,customer526@email.com,123-456-1526,,Finance,2021-06-10,0
527,Customer 527,customer527@email.com,123-456-1527,,Healthcare,2021-06-11,33
528,Customer 528,customer528@email.com,123-456-1528,Company 8,Retail,2021-06-12,8
529,Customer 529,customer529@email.com,123-456-1529,,Education,2021-06-13,66
530,Customer 530,customer530@email.com,123-456-1530,,Technology,2021-06-14,94
531,Customer 531,customer531@email.com,123-456-1531,Company 1,Finance,2021-06-15,53
532,Customer 532,customer532@email.com,123-456-1532,,Healthcare,2021-06-16,55
533,Customer 533,customer533@email.com,123-456-1533,,Retail,2021-06-17,15
534,Customer 534,customer534@email.com,123-456-1534,Company 4,Education,2021-06-18,2
535,Customer 535,customer535@email.com,123-456-1535,,Technology,2021-06-19,3
536,Customer 536,customer536@email.com,123-456-1536,,Finance,2021-06-20,21
537,Customer 537,customer537@email.com,123-456-1537,Company 7,Healthcare,2021-06-21,39
538,Customer 538,customer538@email.com,123-456-1538,,Retail,2021-06-22,14
539,Customer 539,customer539@email.com,123-456-1539,,Education,2021-06-23,44
540,Customer 540,customer540@email.com,123-456-1540,Company 0,Technology,2021-06-24,63
541,Customer 541,customer541@email.com,123-456-1541,,Finance,2021-06-25,80
542,Customer 542,customer542@email.com,123-456-1542,,Healthcare,2021-06-26,11
543,Customer 543,customer543@email.com,123-456-1543,Company 3,Retail,2021-06-27,97
544,Customer 544,customer544@email.com,123-456-1544,,Education,2021-06-28,9
545,Customer 545,customer545@email.com,123-456-1545,,Technology,2021-06-29,37
546,Customer 546,customer546@email.com,123-456-1546,Company 6,Finance,2021-06-30,51
547,Customer 547,customer547@email.com,123-456-1547,,Healthcare,2021-07-01,36
548,Customer 548,customer548@email.com,123-456-1548,,Retail,2021-07-02,63
549,Customer 549,customer549@email.com,123-456-1549,Company 9,Education,2021-07-03,7
550,Duplicate Customer,customer550@email.com,123-456-1550,,Technology,2021-07-04,40
551,Customer 551,customer551@email.com,123-456-1551,,Finance,2021-07-05,32
552,Customer 552,customer552@email.com,123-456-1552,Company 2,Healthcare,2021-07-06,1
553,Customer 553,customer553@email.com,123-456-1553,,Retail,2021-07-07,7
554,Customer 554,customer554@email.com,123-456-1554,,Education,2021-07-08,23
555,Customer 555,customer555@email.com,123-456-1555,Company 5,Technology,2021-07-09,76
556,Customer 556,customer556@email.com,123-456-1556,,Finance,2021-07-10,90
557,Customer 557,customer557@email.com,123-456-1557,,Healthcare,2021-07-11,40
558,Customer 558,customer558@email.com,123-456-1558,Company 8,Retail,2021-07-12,96
559,Customer 559,customer559@email.com,123-456-1559,,Education,2021-07-13,40
560,Customer 560,customer560@email.com,123-456-1560,,Technology,2021-07-14,9
561,Customer 561,customer561@email.com,123-456-1561,Company 1,Finance,2021-07-15,28
562,Customer 562,customer562@email.com,123-456-1562,,Healthcare,2021-07-16,41
563,Customer 563,customer563@email.com,123-456-1563,,Retail,2021-07-17,32
564,Customer 564,customer564@email.com,123-456-1564,Company 4,Education,2021-07-18,97
565,Customer 565,customer565@email.com,123-456-1565,,Technology,2021-07-19,45
566,Customer 566,customer566@email.com,123-456-1566,,Finance,2021-07-20,59
567,Customer 567,customer567@email.com,123-456-1567,Company 7,Healthcare,2021-07-21,57
568,Customer 568,customer568@email.com,123-456-1568,,Retail,2021-07-22,47
569,Customer 569,customer569@email.com,123-456-1569,,Education,2021-07-23,60
570,Customer 570,customer570@email.com,123-456-1570,Company 0,Technology,2021-07-24,36
571,Customer 571,customer571@email.com,123-456-1571,,Finance,2021-07-25,13
572,Customer 572,customer572@email.com,123-456-1572,,Healthcare,2021-07-26,99
573,Customer 573,customer573@email.com,123-456-1573,Company 3,Retail,2021-07-27,22
574,Customer 574,customer574@email.com,123-456-1574,,Education,2021-07-28,62
575,Customer 575,customer575@email.com,123-456-1575,,Technology,2021-07-29,82
576,Customer 576,customer576@email.com,123-456-1576,Company 6,Finance,2021-07-30,68
577,Customer 577,customer577@email.com,123-456-1577,,Healthcare,2021-07-31,57
578,Customer 578,customer578@email.com,123-456-1578,,Retail,2021-08-01,32
579,Customer 579,customer579@email.com,123-456-1579,Company 9,Education,2021-08-02,57
580,Customer 580,customer580@email.com,123-456-1580,,Technology,2021-08-03,63
581,Customer 581,customer581@email.com,123-456-1581,,Finance,2021-08-04,20
582,Customer 582,customer582@email.com,123-456-1582,Company 2,Healthcare,2021-08-05,47
583,Customer 583,customer583@email.com,123-456-1583,,Retail,2021-08-06,98
584,Customer 584,customer584@email.com,123-456-1584,,Education,2021-08-07,6
585,Customer 585,customer585@email.com,123-456-1585,Company 5,Technology,2021-08-08,46
586,Customer 586,customer586@email.com,123-456-1586,,Finance,2021-08-09,34
587,Customer 587,customer587@email.com,123-456-1587,,Healthcare,2021-08-10,45
588,Customer 588,customer588@email.com,123-456-1588,Company 8,Retail,2021-08-11,12
589,Customer 589,customer589@email.com,123-456-1589,,Education,2021-08-12,8
590,Customer 590,customer590@email.com,123-456-1590,,Technology,2021-08-13,21
591,Customer 591,customer591@email.com,123-456-1591,Company 1,Finance,2021-08-14,23
592,Customer 592,customer592@email.com,123-456-1592,,Healthcare,2021-08-15,85
593,Customer 593,customer593@email.com,123-456-1593,,Retail,2021-08-16,32
594,Customer 594,customer594@email.com,123-456-1594,Company 4,Education,2021-08-17,61
595,Customer 595,customer595@email.com,123-456-1595,,Technology,2021-08-18,36
596,Customer 596,customer596@email.com,123-456-1596,,Finance,2021-08-19,34
597,Customer 597,customer597@email.com,123-456-1597,Company 7,Healthcare,2021-08-20,11
598,Customer 598,customer598@email.com,123-456-1598,,Retail,2021-08-21,77
599,Customer 599,customer599@email.com,123-456-1599,,Education,2021-08-22,30
600,Duplicate Customer,customer600@email.com,,Company 0,Technology,2021-08-23,70
601,Customer 601,customer601@email.com,123-456-1601,,Finance,2021-08-24,37
602,Customer 602,customer602@email.com,123-456-1602,,Healthcare,2021-08-25,42
603,Customer 603,customer603@email.com,123-456-1603,Company 3,Retail,2021-08-26,23
604,Customer 604,customer604@email.com,123-456-1604,,Education,2021-08-27,1
605,Customer 605,customer605@email.com,123-456-1605,,Technology,2021-08-28,97
606,Customer 606,customer606@email.com,123-456-1606,Company 6,Finance,2021-08-29,38
607,Customer 607,customer607@email.com,123-456-1607,,Healthcare,2021-08-30,33
608,Customer 608,customer608@email.com,123-456-1608,,Retail,2021-08-31,29
609,Customer 609,customer609@email.com,123-456-1609,Company 9,Education,2021-09-01,92
610,Customer 610,customer610@email.com,123-456-1610,,Technology,2021-09-02,29
611,Customer 611,customer611@email.com,123-456-1611,,Finance,2021-09-03,35
612,Customer 612,customer612@email.com,123-456-1612,Company 2,Healthcare,2021-09-04,73
613,Customer 613,customer613@email.com,123-456-1613,,Retail,2021-09-05,52
614,Customer 614,customer614@email.com,123-456-1614,,Education,2021-09-06,96
615,Customer 615,customer615@email.com,123-456-1615,Company 5,Technology,2021-09-07,78
616,Customer 616,customer616@email.com,123-456-1616,,Finance,2021-09-08,77
617,Customer 617,customer617@email.com,123-456-1617,,Healthcare,2021-09-09,48
618,Customer 618,customer618@email.com,123-456-1618,Company 8,Retail,2021-09-10,90
619,Customer 619,customer619@email.com,123-456-1619,,Education,2021-09-11,55
620,Customer 620,customer620@email.com,123-456-1620,,Technology,2021-09-12,45
621,Customer 621,customer621@email.com,123-456-1621,Company 1,Finance,2021-09-13,98
622,Customer 622,customer622@email.com,123-456-1622,,Healthcare,2021-09-14,10
623,Customer 623,customer623@email.com,123-456-1623,,Retail,2021-09-15,20
624,Customer 624,customer624@email.com,123-456-1624,Company 4,Education,2021-09-16,80
625,Customer 625,customer625@email.com,123-456-1625,,Technology,2021-09-17,93
626,Customer 626,customer626@email.com,123-456-1626,,Finance,2021-09-18,61
627,Customer 627,customer627@email.com,123-456-1627,Company 7,Healthcare,2021-09-19,58
628,Customer 628,customer628@email.com,123-456-1628,,Retail,2021-09-20,40
629,Customer 629,customer629@email.com,123-456-1629,,Education,2021-09-21,65
630,Customer 630,customer630@email.com,123-456-1630,Company 0,Technology,2021-09-22,61
631,Customer 631,customer631@email.com,123-456-1631,,Finance,2021-09-23,64
632,Customer 632,customer632@email.com,123-456-1632,,Healthcare,2021-09-24,28
633,Customer 633,customer633@email.com,123-456-1633,Company 3,Retail,2021-09-25,6
634,Customer 634,customer634@email.com,123-456-1634,,Education,2021-09-26,7
635,Customer 635,customer635@email.com,123-456-1635,,Technology,2021-09-27,100
636,Customer 636,customer636@email.com,123-456-1636,Company 6,Finance,2021-09-28,44
637,Customer 637,customer637@email.com,123-456-1637,,Healthcare,2021-09-29,96
638,Customer 638,customer638@email.com,123-456-1638,,Retail,2021-09-30,62
639,Customer 639,customer639@email.com,123-456-1639,Company 9,Education,2021-10-01,34
640,Customer 640,customer640@email.com,123-456-1640,,Technology,2021-10-02,49
641,Customer 641,customer641@email.com,123-456-1641,,Finance,2021-10-03,85
642,Customer 642,customer642@email.com,123-456-1642,Company 2,Healthcare,2021-10-04,14
643,Customer 643,customer643@email.com,123-456-1643,,Retail,2021-10-05,97
644,Customer 644,customer644@email.com,123-456-1644,,Education,2021-10-06,21
645,Customer 645,customer645@email.com,123-456-1645,Company 5,Technology,2021-10-07,7
646,Customer 646,customer646@email.com,123-456-1646,,Finance,2021-10-08,29
647,Customer 647,customer647@email.com,123-456-1647,,Healthcare,2021-10-09,51
648,Customer 648,customer648@email.com,123-456-1648,Company 8,Retail,2021-10-10,91
649,Customer 649,customer649@email.com,123-456-1649,,Education,2021-10-11,100
650,Duplicate Customer,customer650@email.com,123-456-1650,,Technology,2021-10-12,72
651,Customer 651,customer651@email.com,123-456-1651,Company 1,Finance,2021-10-13,75
652,Customer 652,customer652@email.com,123-456-1652,,Healthcare,2021-10-14,85
653,Customer 653,customer653@email.com,123-456-1653,,Retail,2021-10-15,64
654,Customer 654,customer654@email.com,123-456-1654,Company 4,Education,2021-10-16,0
655,Customer 655,customer655@email.com,123-456-1655,,Technology,2021-10-17,3
656,Customer 656,customer656@email.com,123-456-1656,,Finance,2021-10-18,67
657,Customer 657,customer657@email.com,123-456-1657,Company 7,Healthcare,2021-10-19,80
658,Customer 658,customer658@email.com,123-456-1658,,Retail,2021-10-20,37
659,Customer 659,customer659@email.com,123-456-1659,,Education,2021-10-21,94
660,Customer 660,customer660@email.com,123-456-1660,Company 0,Technology,2021-10-22,93
661,Customer 661,customer661@email.com,123-456-1661,,Finance,2021-10-23,71
662,Customer 662,customer662@email.com,123-456-1662,,Healthcare,2021-10-24,68
663,Customer 663,customer663@email.com,123-456-1663,Company 3,Retail,2021-10-25,51
664,Customer 664,customer664@email.com,123-456-1664,,Education,2021-10-26,50
665,Customer 665,customer665@email.com,123-456-1665,,Technology,2021-10-27,99
666,Customer 666,customer666@email.com,123-456-1666,Company 6,Finance,2021-10-28,61
667,Customer 667,customer667@email.com,123-456-1667,,Healthcare,2021-10-29,99
668,Customer 668,customer668@email.com,123-456-1668,,Retail,2021-10-30,8
669,Customer 669,customer669@email.com,123-456-1669,Company 9,Education,2021-10-31,78
670,Customer 670,customer670@email.com,123-456-1670,,Technology,2021-11-01,40
671,Customer 671,customer671@email.com,123-456-1671,,Finance,2021-11-02,41
672,Customer 672,customer672@email.com,123-456-1672,Company 2,Healthcare,2021-11-03,97
673,Customer 673,customer673@email.com,123-456-1673,,Retail,2021-11-04,58
674,Customer 674,customer674@email.com,123-456-1674,,Education,2021-11-05,56
675,Customer 675,customer675@email.com,123-456-1675,Company 5,Technology,2021-11-06,60
676,Customer 676,customer676@email.com,123-456-1676,,Finance,2021-11-07,87
677,Customer 677,customer677@email.com,123-456-1677,,Healthcare,2021-11-08,52
678,Customer 678,customer678@email.com,123-456-1678,Company 8,Retail,2021-11-09,31
679,Customer 679,customer679@email.com,123-456-1679,,Education,2021-11-10,50
680,Customer 680,customer680@email.com,123-456-1680,,Technology,2021-11-11,95
681,Customer 681,customer681@email.com,123-456-1681,Company 1,Finance,2021-11-12,10
682,Customer 682,customer682@email.com,123-456-1682,,Healthcare,2021-11-13,22
683,Customer 683,customer683@email.com,123-456-1683,,Retail,2021-11-14,14
684,Customer 684,customer684@email.com,123-456-1684,Company 4,Education,2021-11-15,8
685,Customer 685,customer685@email.com,123-456-1685,,Technology,2021-11-16,45
686,Customer 686,customer686@email.com,123-456-1686,,Finance,2021-11-17,97
687,Customer 687,customer687@email.com,123-456-1687,Company 7,Healthcare,2021-11-18,29
688,Customer 688,customer688@email.com,123-456-1688,,Retail,2021-11-19,52
689,Customer 689,customer689@email.com,123-456-1689,,Education,2021-11-20,1
690,Customer 690,customer690@email.com,123-456-1690,Company 0,Technology,2021-11-21,17
691,Customer 691,customer691@email.com,123-456-1691,,Finance,2021-11-22,95
692,Customer 692,customer692@email.com,123-456-1692,,Healthcare,2021-11-23,89
693,Customer 693,customer693@email.com,123-456-1693,Company 3,Retail,2021-11-24,40
694,Customer 694,customer694@email.com,123-456-1694,,Education,2021-11-25,31
695,Customer 695,customer695@email.com,123-456-1695,,Technology,2021-11-26,24
696,Customer 696,customer696@email.com,123-456-1696,Company 6,Finance,2021-11-27,99
697,Customer 697,customer697@email.com,123-456-1697,,Healthcare,2021-11-28,38
698,Customer 698,customer698@email.com,123-456-1698,,Retail,2021-11-29,87
699,Customer 699,customer699@email.com,123-456-1699,Company 9,Education,2021-11-30,63
700,Duplicate Customer,customer700@email.com,,,Technology,2021-12-01,21
701,Customer 701,customer701@email.com,123-456-1701,,Finance,2021-12-02,100
702,Customer 702,customer702@email.com,123-456-1702,Company 2,Healthcare,2021-12-03,21
703,Customer 703,customer703@email.com,123-456-1703,,Retail,2021-12-04,59
704,Customer 704,customer704@email.com,123-456-1704,,Education,2021-12-05,77
705,Customer 705,customer705@email.com,123-456-1705,Company 5,Technology,2021-12-06,28
706,Customer 706,customer706@email.com,123-456-1706,,Finance,2021-12-07,66
707,Customer 707,customer707@email.com,123-456-1707,,Healthcare,2021-12-08,79
708,Customer 708,customer708@email.com,123-456-1708,Company 8,Retail,2021-12-09,51
709,Customer 709,customer709@email.com,123-456-1709,,Education,2021-12-10,82
710,Customer 710,customer710@email.com,123-456-1710,,Technology,2021-12-11,52
711,Customer 711,customer711@email.com,123-456-1711,Company 1,Finance,2021-12-12,75
712,Customer 712,customer712@email.com,123-456-1712,,Healthcare,2021-12-13,78
713,Customer 713,customer713@email.com,123-456-1713,,Retail,2021-12-14,10
714,Customer 714,customer714@email.com,123-456-1714,Company 4,Education,2021-12-15,13
715,Customer 715,customer715@email.com,123-456-1715,,Technology,2021-12-16,36
716,Customer 716,customer716@email.com,123-456-1716,,Finance,2021-12-17,94
717,Customer 717,customer717@email.com,123-456-1717,Company 7,Healthcare,2021-12-18,11
718,Customer 718,customer718@email.com,123-456-1718,,Retail,2021-12-19,42
719,Customer 719,customer719@email.com,123-456-1719,,Education,2021-12-20,25
720,Customer 720,customer720@email.com,123-456-1720,Company 0,Technology,2021-12-21,16
721,Customer 721,customer721@email.com,123-456-1721,,Finance,2021-12-22,21
722,Customer 722,customer722@email.com,123-456-1722,,Healthcare,2021-12-23,57
723,Customer 723,customer723@email.com,123-456-1723,Company 3,Retail,2021-12-24,60
